1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.009000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
8.200000000000000000e+01,1.190000000000000000e+02,7.500000000000000000e+00,-6.050000000000000000e+01,2.154759999999999922e-03
8.200000000000000000e+01,1.200000000000000000e+02,7.500000000000000000e+00,-5.950000000000000000e+01,3.030109999999999922e-03
8.300000000000000000e+01,1.190000000000000000e+02,6.500000000000000000e+00,-6.050000000000000000e+01,3.138290000000000177e-03
8.300000000000000000e+01,1.200000000000000000e+02,6.500000000000000000e+00,-5.950000000000000000e+01,8.100050000000000349e-04
8.300000000000000000e+01,1.210000000000000000e+02,6.500000000000000000e+00,-5.850000000000000000e+01,2.158180000000000168e-02
8.400000000000000000e+01,1.120000000000000000e+02,5.500000000000000000e+00,-6.750000000000000000e+01,2.438319999999999932e-01
8.400000000000000000e+01,1.130000000000000000e+02,5.500000000000000000e+00,-6.650000000000000000e+01,1.764030000000000112e-02
8.400000000000000000e+01,1.140000000000000000e+02,5.500000000000000000e+00,-6.550000000000000000e+01,2.368550000000000169e-02
8.400000000000000000e+01,1.190000000000000000e+02,5.500000000000000000e+00,-6.050000000000000000e+01,1.580389999999999920e-02
8.400000000000000000e+01,1.200000000000000000e+02,5.500000000000000000e+00,-5.950000000000000000e+01,3.570170000000000114e-03
8.400000000000000000e+01,1.210000000000000000e+02,5.500000000000000000e+00,-5.850000000000000000e+01,7.792720000000000376e-03
8.400000000000000000e+01,1.220000000000000000e+02,5.500000000000000000e+00,-5.750000000000000000e+01,1.603330000000000033e-02
8.400000000000000000e+01,1.230000000000000000e+02,5.500000000000000000e+00,-5.650000000000000000e+01,2.525929999999999842e-02
8.400000000000000000e+01,1.240000000000000000e+02,5.500000000000000000e+00,-5.550000000000000000e+01,9.508000000000000826e-03
8.400000000000000000e+01,1.250000000000000000e+02,5.500000000000000000e+00,-5.450000000000000000e+01,1.215819999999999922e-02
8.400000000000000000e+01,1.260000000000000000e+02,5.500000000000000000e+00,-5.350000000000000000e+01,1.016219999999999971e-02
8.500000000000000000e+01,1.120000000000000000e+02,4.500000000000000000e+00,-6.750000000000000000e+01,1.590389999999999859e-02
8.500000000000000000e+01,1.130000000000000000e+02,4.500000000000000000e+00,-6.650000000000000000e+01,2.010539999999999897e-02
8.500000000000000000e+01,1.140000000000000000e+02,4.500000000000000000e+00,-6.550000000000000000e+01,1.301139999999999936e-02
8.500000000000000000e+01,1.180000000000000000e+02,4.500000000000000000e+00,-6.150000000000000000e+01,2.421140000000000098e-02
8.500000000000000000e+01,1.190000000000000000e+02,4.500000000000000000e+00,-6.050000000000000000e+01,8.498840000000000561e-02
8.500000000000000000e+01,1.200000000000000000e+02,4.500000000000000000e+00,-5.950000000000000000e+01,2.561240000000000044e-02
8.500000000000000000e+01,1.210000000000000000e+02,4.500000000000000000e+00,-5.850000000000000000e+01,2.149639999999999971e-03
8.500000000000000000e+01,1.220000000000000000e+02,4.500000000000000000e+00,-5.750000000000000000e+01,1.761399999999999988e-03
8.500000000000000000e+01,1.230000000000000000e+02,4.500000000000000000e+00,-5.650000000000000000e+01,3.296240000000000194e-03
8.500000000000000000e+01,1.240000000000000000e+02,4.500000000000000000e+00,-5.550000000000000000e+01,9.463159999999999974e-03
8.500000000000000000e+01,1.250000000000000000e+02,4.500000000000000000e+00,-5.450000000000000000e+01,1.268030000000000025e-02
8.500000000000000000e+01,1.260000000000000000e+02,4.500000000000000000e+00,-5.350000000000000000e+01,1.365910000000000041e-02
8.500000000000000000e+01,1.270000000000000000e+02,4.500000000000000000e+00,-5.250000000000000000e+01,2.680859999999999840e-02
8.500000000000000000e+01,1.280000000000000000e+02,4.500000000000000000e+00,-5.150000000000000000e+01,6.423009999999999831e-03
8.600000000000000000e+01,1.050000000000000000e+02,3.500000000000000000e+00,-7.450000000000000000e+01,7.916259999999999963e-02
8.600000000000000000e+01,1.100000000000000000e+02,3.500000000000000000e+00,-6.950000000000000000e+01,5.554800000000000362e-03
8.600000000000000000e+01,1.110000000000000000e+02,3.500000000000000000e+00,-6.850000000000000000e+01,6.904610000000000261e-03
8.600000000000000000e+01,1.120000000000000000e+02,3.500000000000000000e+00,-6.750000000000000000e+01,4.454969999999999763e-02
8.600000000000000000e+01,1.130000000000000000e+02,3.500000000000000000e+00,-6.650000000000000000e+01,1.193130000000000059e-02
8.600000000000000000e+01,1.140000000000000000e+02,3.500000000000000000e+00,-6.550000000000000000e+01,5.062269999999999791e-03
8.600000000000000000e+01,1.150000000000000000e+02,3.500000000000000000e+00,-6.450000000000000000e+01,2.387240000000000108e-03
8.600000000000000000e+01,1.160000000000000000e+02,3.500000000000000000e+00,-6.350000000000000000e+01,2.854080000000000158e-03
8.600000000000000000e+01,1.170000000000000000e+02,3.500000000000000000e+00,-6.250000000000000000e+01,9.837620000000000045e-04
8.600000000000000000e+01,1.180000000000000000e+02,3.500000000000000000e+00,-6.150000000000000000e+01,2.656920000000000115e-02
8.600000000000000000e+01,1.190000000000000000e+02,3.500000000000000000e+00,-6.050000000000000000e+01,1.566869999999999929e-01
8.600000000000000000e+01,1.200000000000000000e+02,3.500000000000000000e+00,-5.950000000000000000e+01,6.150930000000000286e-02
8.600000000000000000e+01,1.210000000000000000e+02,3.500000000000000000e+00,-5.850000000000000000e+01,3.127730000000000007e-03
8.600000000000000000e+01,1.220000000000000000e+02,3.500000000000000000e+00,-5.750000000000000000e+01,3.889529999999999984e-03
8.600000000000000000e+01,1.230000000000000000e+02,3.500000000000000000e+00,-5.650000000000000000e+01,3.906150000000000160e-03
8.600000000000000000e+01,1.240000000000000000e+02,3.500000000000000000e+00,-5.550000000000000000e+01,6.733789999999999915e-03
8.600000000000000000e+01,1.250000000000000000e+02,3.500000000000000000e+00,-5.450000000000000000e+01,6.896819999999999687e-03
8.600000000000000000e+01,1.260000000000000000e+02,3.500000000000000000e+00,-5.350000000000000000e+01,5.609199999999999950e-03
8.600000000000000000e+01,1.270000000000000000e+02,3.500000000000000000e+00,-5.250000000000000000e+01,4.745619999999999873e-03
8.600000000000000000e+01,1.280000000000000000e+02,3.500000000000000000e+00,-5.150000000000000000e+01,2.739820000000000103e-02
8.700000000000000000e+01,1.040000000000000000e+02,2.500000000000000000e+00,-7.550000000000000000e+01,7.821770000000000111e-02
8.700000000000000000e+01,1.050000000000000000e+02,2.500000000000000000e+00,-7.450000000000000000e+01,2.726550000000000154e-02
8.700000000000000000e+01,1.060000000000000000e+02,2.500000000000000000e+00,-7.350000000000000000e+01,1.826569999999999930e-02
8.700000000000000000e+01,1.070000000000000000e+02,2.500000000000000000e+00,-7.250000000000000000e+01,9.463430000000000453e-02
8.700000000000000000e+01,1.080000000000000000e+02,2.500000000000000000e+00,-7.150000000000000000e+01,4.997259999999999897e-03
8.700000000000000000e+01,1.090000000000000000e+02,2.500000000000000000e+00,-7.050000000000000000e+01,5.632269999999999985e-03
8.700000000000000000e+01,1.100000000000000000e+02,2.500000000000000000e+00,-6.950000000000000000e+01,5.375089999999999903e-03
8.700000000000000000e+01,1.110000000000000000e+02,2.500000000000000000e+00,-6.850000000000000000e+01,7.816429999999999212e-03
8.700000000000000000e+01,1.120000000000000000e+02,2.500000000000000000e+00,-6.750000000000000000e+01,5.415119999999999829e-03
